N,P,K,temperature,humidity,ph,rainfall,label
105,88,54,25.787498,84.511942,6.020445,114.200546,banana
109,88,54,26.05194,82.205309,5.883858,115.739526,banana
91,87,54,27.97434,82.612291,5.817931,96.715189,banana
101,87,54,29.073111,76.500452,6.376757,100.169264,banana
91,86,54,27.030619,77.136167,6.264629,92.527872,banana
92,86,54,27.292193,77.610797,6.256784,93.107191,banana
89,85,54,27.904468,83.712651,5.654488,97.100394,banana
90,85,54,27.175212,76.563459,6.272584,91.774949,banana
105,84,54,26.387142,83.050076,5.955413,112.328883,banana
105,84,54,27.433831,78.379651,5.895528,98.226679,banana
106,84,54,28.063207,80.781986,5.893327,111.21847,banana
118,82,54,25.41743,83.497506,5.84732,114.806497,banana
104,80,54,27.090622,81.335069,5.879119,110.133118,banana
85,79,54,25.280067,83.319169,5.586401,98.170826,banana
85,76,54,29.211449,80.115857,5.926825,108.550144,banana
86,76,54,29.315908,80.115857,5.926825,90.109781,banana
89,75,54,27.601507,76.363107,6.214094,107.535358,banana
101,75,54,27.287128,84.978492,6.23314,93.639848,banana
102,75,54,26.402023,84.410076,5.829899,111.016226,banana
92,74,54,27.375724,76.417997,6.19968,109.869588,banana
82,73,54,27.135737,78.406064,6.029861,95.020577,banana
102,73,54,26.402023,84.410076,5.720727,111.016226,banana
104,72,54,27.591297,84.235701,5.865473,113.464339,banana
104,72,54,26.117727,79.566582,5.869984,113.350677,banana
88,71,54,28.672089,79.195886,5.725419,94.379875,banana
104,71,54,25.990103,79.256047,5.778412,116.986387,banana
108,71,54,29.011531,82.64453,5.897207,117.669007,banana
110,71,54,28.672089,82.207936,5.725419,94.379875,banana
114,70,54,28.416358,84.011032,5.555624,93.905823,banana
85,95,53,28.000771,78.263269,6.454257,107.810657,banana
93,94,53,25.866324,84.423793,6.079179,114.53575,banana
114,94,53,26.335449,76.853201,6.190757,118.685826,banana
118,94,53,25.449262,79.49222,6.201912,118.685826,banana
96,93,53,28.91712,77.068519,5.794416,113.905053,banana
90,92,53,27.357493,81.048145,6.266903,94.138174,banana
108,92,53,27.344492,83.016058,6.267893,105.259631,banana
108,92,53,27.400536,82.962213,6.2768,104.9378,banana
111,92,53,27.519474,78.267952,6.070869,116.012607,banana
107,91,53,26.904424,83.438854,6.197955,107.786687,banana
109,91,53,29.667273,83.510142,6.010096,110.25111,banana
117,91,53,27.088081,76.508234,6.067438,118.81834,banana
107,90,53,28.525769,82.156595,5.997539,106.794247,banana
108,90,53,28.474321,81.225631,6.047019,109.595734,banana
110,90,53,28.360843,79.273276,5.985676,114.113016,banana
108,89,53,29.120369,80.180807,5.90877,112.398206,banana
108,89,53,29.120369,80.180807,5.631272,112.398206,banana
108,89,53,29.550548,78.067628,5.808498,99.344822,banana
115,88,53,29.000592,80.781767,5.694769,97.740186,banana
93,87,53,27.469179,77.931942,6.251476,93.499171,banana
99,87,53,29.364732,76.670362,6.3351,97.318697,banana
104,87,53,25.888269,83.566461,6.039862,113.341618,banana
92,86,53,29.103636,81.369263,6.281907,94.973702,banana
97,86,53,29.908885,76.211458,6.215794,92.337946,banana
107,86,53,29.159415,82.45591,6.018602,108.615354,banana
117,86,53,25.196402,83.390039,5.703382,115.858608,banana
117,86,53,25.196402,83.558299,5.703382,115.858608,banana
106,85,53,27.19946,78.808607,5.915055,99.724308,banana
115,85,53,25.185108,83.833717,5.684581,115.559094,banana
120,85,53,28.076446,78.808607,5.915055,118.992357,banana
107,84,53,27.000398,78.822807,5.915136,99.486658,banana
107,83,53,27.712744,82.904203,5.72785,109.444379,banana
93,81,53,27.34618,82.609428,6.44109,93.77433,banana
117,81,53,29.507046,78.205856,5.507642,98.125658,banana
117,81,53,26.423133,83.558299,5.915546,95.123221,banana
111,79,53,28.311933,75.773638,6.165001,119.695765,banana
87,76,53,29.280445,79.863283,5.897362,90.147735,banana
104,76,53,28.781124,75.656933,5.801254,96.825334,banana
83,75,53,28.70698,80.785848,5.968807,91.051968,banana
89,75,53,27.604256,76.103527,6.214151,106.775608,banana
95,73,53,28.04656,75.67504,5.569377,119.84797,banana
99,73,53,26.29039,81.060038,5.871702,118.673037,banana
105,73,53,26.232691,81.040876,6.111564,103.148659,banana
102,95,52,27.229963,84.521395,5.900033,100.363068,banana
90,93,52,27.840891,78.797592,6.140042,95.739847,banana
106,93,52,28.607875,81.011772,6.062532,111.195583,banana
87,92,52,28.453315,83.176363,6.364762,108.004963,banana
120,92,52,28.076446,82.962213,6.2768,118.992357,banana
110,91,52,28.216596,84.978492,6.490074,103.028356,banana
106,89,52,28.180091,82.951272,6.490074,104.968203,banana
95,88,52,28.00316,78.90086,6.235462,94.681803,banana
95,88,52,28.023304,80.087941,6.253486,94.48637,banana
100,88,52,28.780531,76.651259,6.392897,99.317243,banana
118,88,52,28.650039,82.687525,5.843163,98.750844,banana
118,88,52,27.345851,78.487383,5.843163,98.750844,banana
95,87,52,28.068295,79.61456,6.239324,94.963805,banana
120,87,52,28.076446,76.055221,5.905495,118.992357,banana
90,86,52,25.85037,81.955805,5.79326,119.085617,banana
90,86,52,26.165023,81.646146,5.850266,118.937842,banana
93,86,52,25.474661,80.360556,5.571256,116.922592,banana
107,86,52,26.828686,77.524063,5.965368,99.145044,banana
120,86,52,27.916223,76.733416,5.937649,118.420284,banana
100,85,52,27.967991,81.539778,5.694244,119.476556,banana
89,84,52,28.368311,79.784347,5.536929,108.643637,banana
89,84,52,27.119069,76.610388,6.261186,93.705397,banana
91,84,52,29.148272,78.710248,6.390742,117.536781,banana
100,82,52,27.394896,83.31172,5.719015,110.326212,banana
92,81,52,26.475226,78.518338,6.438137,113.11611,banana
92,81,52,28.01068,76.528081,5.891414,103.704078,banana
92,81,52,27.393416,81.465483,6.438137,94.311021,banana
101,81,52,27.485571,76.247384,5.999588,110.454943,banana
115,81,52,25.879081,82.740716,6.114068,113.307137,banana
91,80,52,28.15665,80.408988,6.490074,95.193313,banana
97,80,52,27.745058,76.938268,5.98063,107.434165,banana
99,80,52,27.534608,77.159021,6.063627,110.236977,banana
100,80,52,27.539114,77.256299,6.049802,110.326212,banana
92,79,52,27.421493,80.553249,6.470787,96.136639,banana
105,77,52,29.162266,76.161516,5.816622,100.007568,banana
106,77,52,29.908885,75.031933,5.601002,103.046059,banana
99,75,52,25.456815,77.835332,5.784331,115.325638,banana
102,75,52,26.669186,79.758719,5.830425,97.64685,banana
104,75,52,27.690403,78.90184,5.95376,102.17656,banana
92,74,52,25.434805,81.539778,5.837258,103.704078,banana
100,74,52,25.434805,81.539778,5.837258,96.478004,banana
100,74,52,25.436094,81.540727,5.837528,96.474759,banana
100,74,52,25.639269,81.279018,5.876005,96.471553,banana
98,73,52,25.533118,80.06465,5.927882,99.480717,banana
102,73,52,27.91221,83.363077,6.356091,90.242115,banana
107,71,52,27.539114,77.256299,6.088064,117.229079,banana
83,95,51,26.516823,76.987408,5.509471,108.854751,banana
83,95,51,29.211449,77.799136,6.158164,108.550144,banana
103,95,51,26.243076,84.978492,5.94861,100.601125,banana
111,95,51,26.451403,75.031933,6.040044,117.670615,banana
93,93,51,26.644929,83.986546,6.087849,115.617247,banana
94,91,51,29.160934,76.674842,5.618094,109.575944,banana
85,89,51,29.211449,84.701899,6.158164,108.550144,banana
93,89,51,29.908885,76.048401,6.425746,90.20665,banana
109,89,51,29.260967,79.276902,5.814095,98.60746,banana
119,89,51,25.361527,79.868705,6.204092,100.693671,banana
116,88,51,28.158223,82.397603,5.783799,98.623422,banana
118,88,51,25.449262,79.49222,6.201912,100.661917,banana
118,88,51,26.375366,80.41674,6.098112,100.108973,banana
83,86,51,29.908885,84.978492,6.086252,104.354621,banana
96,86,51,29.667273,83.510142,6.010096,110.25111,banana
96,86,51,29.908885,82.063888,6.435786,91.999647,banana
96,86,51,29.908885,76.987408,6.25737,91.999647,banana
92,85,51,29.221186,81.081836,5.740765,108.861647,banana
97,82,51,27.489519,79.071979,6.058033,103.68948,banana
90,79,51,28.274124,78.678455,5.845694,99.741775,banana
100,79,51,27.765484,77.422306,6.051892,113.079782,banana
112,79,51,28.428901,75.340915,6.189751,119.84797,banana
114,79,51,26.210092,82.344295,6.313197,112.070003,banana
118,79,51,26.210092,79.49222,6.201912,112.070003,banana
100,78,51,27.206093,78.718774,6.117701,110.205138,banana
103,78,51,29.34322,75.871619,5.827781,99.571952,banana
97,77,51,25.010185,84.978492,6.270631,90.109781,banana
101,75,51,27.212555,83.665181,6.377814,90.466031,banana
94,74,51,26.163079,79.751107,6.037169,109.966663,banana
96,74,51,28.162835,76.272531,5.632965,118.338782,banana
114,74,51,25.145176,82.344295,6.098369,112.070003,banana
103,72,51,26.126434,81.81365,6.099479,104.481286,banana
117,72,51,25.293915,79.291222,6.099479,104.481286,banana
119,72,51,25.870977,82.618305,6.191797,113.850322,banana
83,95,50,26.516823,77.799136,5.509471,108.854751,banana
85,95,50,28.981557,77.289711,6.392856,107.586717,banana
86,95,50,28.338014,77.530887,6.453133,108.798999,banana
105,95,50,27.33369,83.676752,5.849076,101.049479,banana
83,94,50,27.060381,79.191556,5.640325,108.793306,banana
84,93,50,27.417037,80.105195,5.726185,108.752989,banana
107,92,50,26.373746,81.158248,6.055002,106.411715,banana
100,90,50,28.51424,77.081118,6.345523,102.141405,banana
114,90,50,28.181329,76.315534,6.16127,96.362369,banana
93,89,50,28.888181,76.961901,5.621469,109.56696,banana
105,88,50,25.341198,84.511942,6.435917,114.200546,banana
120,88,50,28.346169,77.670077,5.94245,118.657255,banana
88,87,50,25.617424,82.775714,5.696332,114.944052,banana
113,87,50,27.146702,78.270117,6.234595,99.505127,banana
118,87,50,28.858611,81.932428,6.263187,118.216572,banana
91,85,50,29.211283,78.559485,6.413387,114.961631,banana
92,85,50,29.240473,81.371391,5.743699,108.907908,banana
93,85,50,28.432699,79.952091,5.711495,115.540354,banana
89,84,50,28.880693,77.602952,5.712967,119.839682,banana
106,84,50,27.271657,79.426242,5.904959,101.592272,banana
115,82,50,27.237234,82.425979,6.276843,113.760886,banana
120,82,50,25.920964,83.430583,6.137994,115.062824,banana
93,81,50,27.891707,77.300443,6.007855,102.94367,banana
93,81,50,27.718225,76.578532,6.036079,102.209984,banana
98,79,50,29.073111,76.500452,6.435917,100.169264,banana
98,79,50,25.341198,84.473213,6.435917,91.064934,banana
98,78,50,25.351578,84.147922,6.369532,91.665193,banana
109,78,50,25.878909,78.098511,5.925295,100.480799,banana
110,78,50,25.937302,78.898644,5.915569,98.217475,banana
115,78,50,25.584051,82.221462,6.13325,112.136247,banana
81,77,50,26.033405,79.114306,5.574454,110.017345,banana
100,77,50,25.901655,78.657216,6.342212,113.195109,banana
118,77,50,25.481161,80.235066,6.466167,112.782781,banana
101,76,50,26.646269,81.399772,6.204191,109.998439,banana
111,76,50,26.824643,79.318081,6.105781,101.376301,banana
95,75,50,28.00316,75.264298,5.623616,118.276189,banana
95,75,50,28.081661,75.264298,5.623616,118.276189,banana
101,75,50,29.120369,80.180807,6.242528,112.398206,banana
101,75,50,26.593864,81.407403,6.242528,109.982555,banana
101,75,50,26.730414,81.496105,6.218948,109.927695,banana
95,74,50,25.901131,80.471527,6.002482,110.10323,banana
103,73,50,28.008252,82.730853,6.359682,90.988608,banana
107,71,50,25.937302,83.967545,6.088064,98.217475,banana
80,95,49,26.106644,77.594343,5.697722,110.689322,banana
83,95,49,26.777543,78.77653,5.79325,109.824662,banana
86,95,49,28.054841,78.046029,6.458715,108.395718,banana
82,94,49,26.77646,76.009136,6.064912,118.966343,banana
92,90,49,28.682807,84.978492,5.649884,109.564114,banana
109,90,49,27.424264,80.478148,5.63791,99.043871,banana
93,87,49,28.218568,81.500548,5.676967,115.923263,banana
112,86,49,28.249348,76.59294,6.042991,108.122445,banana
115,86,49,28.682985,82.046471,6.259664,116.974049,banana
93,85,49,27.967991,79.286257,5.694244,119.476556,banana
98,82,49,27.417358,75.37904,6.053759,108.445682,banana
95,81,49,27.363513,80.861509,5.53793,94.454187,banana
117,79,49,25.409099,82.362081,6.176644,112.97948,banana
80,77,49,26.05433,79.396545,5.519088,113.229737,banana
103,75,49,26.156274,83.557624,6.148349,100.495903,banana
95,74,49,26.36681,80.847438,5.976407,109.939956,banana
106,73,49,29.312174,79.955643,5.578665,99.918146,banana
112,73,49,29.16437,78.001191,5.709987,91.18456,banana
101,72,49,27.770025,79.905841,5.734276,100.819065,banana
96,71,49,25.557696,84.978492,6.432906,92.890217,banana
82,95,48,26.914728,78.010385,6.490074,111.032949,banana
83,95,48,26.626139,77.498808,5.505394,111.308315,banana
85,95,48,27.75975,79.421919,6.463507,110.077718,banana
86,95,48,25.978109,77.386299,6.217372,119.84797,banana
105,95,48,27.33369,77.320172,5.707489,90.667279,banana
86,94,48,27.918639,77.531322,6.403512,108.582887,banana
95,94,48,27.769577,75.031933,6.490074,100.770322,banana
97,94,48,29.074181,78.008964,6.465298,105.600297,banana
110,90,48,26.820006,82.75815,5.92944,94.940459,banana
119,90,48,28.667251,79.592425,5.986442,118.258344,banana
80,89,48,26.381087,80.670474,6.191613,106.74691,banana
94,89,48,28.55981,84.516023,5.653438,111.084303,banana
116,89,48,26.423133,83.699504,5.653438,95.123221,banana
94,88,48,28.55981,78.90086,6.235462,111.084303,banana
94,88,48,28.73089,84.305631,5.676701,110.702597,banana
118,88,48,28.079654,79.335646,6.30162,116.097645,banana
111,87,48,26.398552,81.360289,5.571401,98.16752,banana
111,87,48,26.398552,81.360289,5.571401,98.16752,banana
111,87,48,26.254425,81.513859,5.571837,96.485845,banana
112,87,48,27.019792,77.573545,6.145546,100.02411,banana
112,87,48,27.197116,77.397063,6.200111,99.469505,banana
112,87,48,27.164827,77.55731,6.17469,99.416861,banana
112,87,48,27.008667,78.332324,6.051745,99.162256,banana
112,86,48,26.546278,80.61401,5.586472,98.575311,banana
117,86,48,28.69562,82.541958,6.225225,116.161684,banana
117,86,48,28.67452,82.374923,6.219913,115.961702,banana
112,84,48,28.272103,75.031933,6.29766,102.184534,banana
90,83,48,28.407603,78.066774,5.856283,111.909841,banana
94,82,48,27.835808,76.969231,6.036206,101.876622,banana
95,82,48,27.394896,83.31172,5.719015,92.781336,banana
83,80,48,25.430567,84.756715,5.777195,110.894697,banana
90,80,48,29.184042,80.320092,5.798709,107.807225,banana
93,79,48,27.592377,80.29188,5.67422,90.98258,banana
94,77,48,28.091267,75.506446,5.587547,117.402333,banana
103,76,48,26.921562,80.88183,6.318083,109.580308,banana
99,75,48,26.539254,80.077544,5.982543,111.424955,banana
112,73,48,29.244064,77.320172,5.707489,90.667279,banana
94,72,48,25.136865,83.339831,6.195152,91.464425,banana
112,72,48,25.990695,83.339831,6.220644,112.077715,banana
113,72,48,28.782791,78.629433,5.908498,90.853712,banana
114,72,48,28.449586,79.575193,6.0537,90.988385,banana
99,71,48,26.394791,80.925507,5.837082,119.245088,banana
101,71,48,28.236509,80.040016,5.701807,102.067196,banana
102,71,48,28.556401,79.385044,5.710963,102.541729,banana
102,71,48,28.654563,79.286937,5.695268,102.463378,banana
94,70,48,25.136865,84.883944,6.195152,91.464425,banana
101,70,48,25.344716,75.49993,6.019011,116.749554,banana
101,70,48,25.360592,75.031933,6.012697,116.553146,banana
85,95,47,25.94019,78.34221,6.211833,119.84797,banana
85,95,47,26.180346,78.797158,6.254238,118.578073,banana
86,95,47,27.952696,79.043845,6.452809,108.694899,banana
86,95,47,25.94019,80.115857,6.211833,90.109781,banana
83,94,47,27.398723,81.105234,6.469371,112.135538,banana
106,94,47,25.010185,79.283563,5.918144,106.601879,banana
108,94,47,27.359116,84.54625,6.387431,90.812505,banana
80,93,47,25.010185,79.358989,6.210845,107.394472,banana
92,92,47,29.499986,76.429265,6.176162,92.626087,banana
99,92,47,28.127951,77.482471,6.323934,103.50454,banana
100,92,47,28.183715,80.331823,5.753472,99.596877,banana
101,92,47,28.299377,81.555116,5.767114,97.192112,banana
93,91,47,27.847679,83.311108,6.101242,117.287891,banana
93,91,47,27.722307,83.760451,6.137065,116.693179,banana
80,90,47,26.597436,79.358989,6.210845,107.394472,banana
80,89,47,26.620835,79.22897,6.201579,109.342013,banana
96,89,47,27.761024,84.978492,6.259667,119.720624,banana
119,89,47,28.120202,79.898543,5.987532,116.983903,banana
80,87,47,26.658203,81.543247,6.433869,107.725637,banana
83,87,47,28.076446,81.105234,5.905495,112.135538,banana
89,83,47,28.095776,77.795868,5.631272,109.540861,banana
92,83,47,29.286647,83.687019,5.736953,105.685856,banana
93,83,47,26.597436,79.358989,5.765309,107.394472,banana
83,79,47,27.989189,82.442794,5.813607,98.206198,banana
98,79,47,25.403351,84.080467,6.47487,90.109781,banana
81,78,47,25.452144,82.767195,5.651813,111.544104,banana
81,77,47,29.242293,81.194185,5.876247,97.236731,banana
117,76,47,25.562022,77.38229,6.119216,93.102472,banana
95,75,47,27.505277,82.959582,6.156373,109.022564,banana
97,75,47,26.878527,76.02107,5.561694,113.976665,banana
96,74,47,26.300424,79.113053,5.776605,112.198736,banana
117,74,47,25.562022,81.539778,6.119216,96.478004,banana
89,73,47,29.140092,80.119023,6.282362,109.540861,banana
113,73,47,29.150475,77.575337,5.687603,90.109781,banana
80,72,47,27.287691,80.5877,6.060805,106.30019,banana
117,72,47,27.575553,80.924955,6.417262,93.128102,banana
80,71,47,27.505277,80.79784,6.156373,105.077699,banana
100,71,47,25.31651,75.424497,6.062654,119.84797,banana
100,71,47,25.700312,76.094524,5.910602,115.505601,banana
107,71,47,25.249516,84.760927,6.092199,93.865415,banana
108,71,47,27.505277,84.54625,6.156373,105.077699,banana
108,71,47,25.188339,84.665153,6.070991,92.828142,banana
116,71,47,27.572781,82.063888,6.435786,91.342765,banana
114,70,47,29.030031,77.111162,5.665102,90.192928,banana
119,70,47,26.872356,78.922696,6.254055,94.824537,banana
86,95,46,26.058656,77.447527,6.192954,117.94653,banana
91,94,46,29.148272,78.710248,6.149934,117.536781,banana
91,94,46,29.24791,75.031933,6.153582,93.154992,banana
91,94,46,29.367924,76.249001,6.149934,92.828409,banana
99,94,46,26.595808,76.853201,5.72747,118.685826,banana
107,94,46,25.010185,79.834435,5.759837,108.033102,banana
110,94,46,29.367924,76.249001,6.149934,92.828409,banana
98,93,46,28.066564,77.235318,6.2974,107.166752,banana
105,93,46,25.010185,78.762609,5.760458,108.369051,banana
105,93,46,25.010185,83.31172,5.760458,92.781336,banana
110,93,46,27.364075,84.639304,6.423415,90.109781,banana
98,92,46,28.306752,77.087635,6.326079,101.942474,banana
105,92,46,25.097298,79.778267,5.776715,108.766531,banana
